question_id,parent_question_id,question_text,question_type,domain,question_form,variation_type,difficulty,source
q_e21289f1ef1b,q_26fda4008c56,저소득층 지원 방식이라는 기준에서는 최저임금 인상 정책과 근로장려금(EITC) 확대 정책이 어떻게 구분되는가?,VARIANT,POLITICS_SOCIETY,COMPARISON_CHOICE,VOICE,MEDIUM,manual
q_ba2bdfb43d92,q_26fda4008c56,두 정책이 저소득층 지원 방식에서 차이가 없다고 보기는 어려운가?,VARIANT,POLITICS_SOCIETY,COMPARISON_CHOICE,DOUBLE_NEGATION,MEDIUM,manual
q_9add2f6a6fa8,q_26fda4008c56,최저임금 인상 정책과 근로장려금(EITC) 확대 정책은 저소득층 지원 방식에서 어떤 차이가 있을까요?,VARIANT,POLITICS_SOCIETY,COMPARISON_CHOICE,HONORIFIC,MEDIUM,manual
q_191a307cbf1b,q_26fda4008c56,소득 지원 정책의 관점에서 최저임금 인상 정책과 근로장려금(EITC) 확대 정책은 어떤 차이가 있는가?,FRAMING,POLITICS_SOCIETY,COMPARISON_CHOICE,FRAMING,MEDIUM,manual
q_dd62c8442d4a,,청년 실업률이 지속적으로 증가한다면 정부는 청년 고용 지원 정책을 확대해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_4b08af2546b7,q_dd62c8442d4a,청년 실업률이 지속적으로 높아진다면 정부는 청년 고용 지원 정책을 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_341d822ebb10,q_dd62c8442d4a,정부는 청년 실업률이 지속적으로 증가한다면 청년 고용 지원 정책을 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_2b13506ad8ef,q_dd62c8442d4a,청년 실업률이 지속적으로 증가한다면 정부는 청년 고용 지원 정책을 확대해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_8b2099c81b6c,q_dd62c8442d4a,청년 실업률이 지속적으로 증가한다면 정부는 청년 고용 지원 정책을 확대할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_95375730e2b8,q_dd62c8442d4a,청년 고용 지원 정책은 청년 실업률이 지속적으로 증가한다면 정부에 의해 확대되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_165bf01d0075,q_dd62c8442d4a,청년 실업률이 지속적으로 증가한다면 정부가 청년 고용 지원 정책을 확대하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_a2d703e9632e,q_dd62c8442d4a,청년 실업률이 지속적으로 증가한다면 정부는 청년 고용 지원 정책을 확대해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_0b7eba32654d,q_dd62c8442d4a,청년 고용 안정을 위해 청년 실업률이 지속적으로 증가한다면 정부는 청년 고용 지원 정책을 확대해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_3f8f6b8cba12,,출산율이 계속 감소한다면 정부는 출산 장려 정책을 더욱 강화해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_abcc80794537,q_3f8f6b8cba12,출산율이 계속 감소한다면 정부는 출산 장려 정책을 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_6c6722269745,q_3f8f6b8cba12,정부는 출산율이 계속 감소한다면 출산 장려 정책을 더욱 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_c4ba20976688,q_3f8f6b8cba12,출산율이 계속 감소한다면 정부는 출산 장려 정책을 더욱 강화해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_1a4d790a0793,q_3f8f6b8cba12,출산율이 계속 감소한다면 정부는 출산 장려 정책을 더욱 강화할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_dbe634552884,q_3f8f6b8cba12,출산 장려 정책은 출산율이 계속 감소한다면 정부에 의해 더욱 강화되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_fbeb5d64e108,q_3f8f6b8cba12,출산율이 계속 감소한다면 정부가 출산 장려 정책을 더욱 강화하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_0f5ec65e5373,q_3f8f6b8cba12,출산율이 계속 감소한다면 정부는 출산 장려 정책을 더욱 강화해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_8971bb69357b,q_3f8f6b8cba12,저출산 문제 해결을 위해 출산율이 계속 감소한다면 정부는 출산 장려 정책을 더욱 강화해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_05e8fb0f5899,,고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 추진해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_9536d42305be,q_05e8fb0f5899,고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 시행해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_5576c965b631,q_05e8fb0f5899,국가는 고령 인구의 비율이 크게 증가한다면 정년 연장을 추진해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_1db1012046cf,q_05e8fb0f5899,고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 추진해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_83cac05c31a9,q_05e8fb0f5899,고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 추진할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_910cbf6f5275,q_05e8fb0f5899,정년 연장은 고령 인구의 비율이 크게 증가한다면 국가에 의해 추진되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_cf5c8241229c,q_05e8fb0f5899,고령 인구의 비율이 크게 증가한다면 국가가 정년 연장을 추진하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_e5528f700485,q_05e8fb0f5899,고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 추진해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_8f5459f434d8,q_05e8fb0f5899,고령화 사회에 대응하기 위해 고령 인구의 비율이 크게 증가한다면 국가는 정년 연장을 추진해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_a3cd655e9cd9,,국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 조정해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_f4553af75647,q_a3cd655e9cd9,국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 재조정해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_b91573686c90,q_a3cd655e9cd9,정부는 국가 재정 적자가 계속 확대된다면 복지 예산을 조정해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_daaa1a62a92d,q_a3cd655e9cd9,국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 조정해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_b330afcae063,q_a3cd655e9cd9,국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 조정할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_5859054dfcb2,q_a3cd655e9cd9,복지 예산은 국가 재정 적자가 계속 확대된다면 정부에 의해 조정되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_d188c958e89f,q_a3cd655e9cd9,국가 재정 적자가 계속 확대된다면 정부가 복지 예산을 조정하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_16af2dc31017,q_a3cd655e9cd9,국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 조정해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_8449e03e5906,q_a3cd655e9cd9,재정 건전성 확보를 위해 국가 재정 적자가 계속 확대된다면 정부는 복지 예산을 조정해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_59fd5b3a54e8,,지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차등 배분해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_9514f9b1197f,q_59fd5b3a54e8,지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차별적으로 배분해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_34c27e07a94f,q_59fd5b3a54e8,정부는 지역 간 교육 격차가 더욱 심화된다면 교육 지원 예산을 차등 배분해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_46e23e1581c2,q_59fd5b3a54e8,지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차등 배분해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_cb28e7b028b4,q_59fd5b3a54e8,지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차등 배분할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_50fb8eb140da,q_59fd5b3a54e8,교육 지원 예산은 지역 간 교육 격차가 더욱 심화된다면 정부에 의해 차등 배분되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_fc230e6ba9b1,q_59fd5b3a54e8,지역 간 교육 격차가 더욱 심화된다면 정부가 교육 지원 예산을 차등 배분하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_b1148123e114,q_59fd5b3a54e8,지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차등 배분해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_841d2321f371,q_59fd5b3a54e8,교육 형평성을 위해 지역 간 교육 격차가 더욱 심화된다면 정부는 교육 지원 예산을 차등 배분해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_842892b7d4f8,,대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 조치를 강화해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_6e68b8795be7,q_842892b7d4f8,대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 대책을 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_c54006dd0fdc,q_842892b7d4f8,정부는 대규모 감염병이 다시 확산된다면 공공장소 방역 조치를 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_9652d0652a88,q_842892b7d4f8,대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 조치를 강화해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_c2ca707f390b,q_842892b7d4f8,대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 조치를 강화할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_cd808d27d669,q_842892b7d4f8,공공장소 방역 조치는 대규모 감염병이 다시 확산된다면 정부에 의해 강화되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_171100d5d730,q_842892b7d4f8,대규모 감염병이 다시 확산된다면 정부가 공공장소 방역 조치를 강화하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_c50aeb2348c4,q_842892b7d4f8,대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 조치를 강화해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_dbe6989dc105,q_842892b7d4f8,국민 건강 보호를 위해 대규모 감염병이 다시 확산된다면 정부는 공공장소 방역 조치를 강화해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_d3cc7b9956ec,,수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 확대해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_719f5ea21a08,q_d3cc7b9956ec,수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_57e1908302f3,q_d3cc7b9956ec,정부는 수도권 인구 집중이 계속 심화된다면 지방 균형 발전 정책을 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_54319c8f106e,q_d3cc7b9956ec,수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 확대해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_5b68f94a0af1,q_d3cc7b9956ec,수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 확대할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_a200d4d5893f,q_d3cc7b9956ec,지방 균형 발전 정책은 수도권 인구 집중이 계속 심화된다면 정부에 의해 확대되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_6bf422eda446,q_d3cc7b9956ec,수도권 인구 집중이 계속 심화된다면 정부가 지방 균형 발전 정책을 확대하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_441260a9a74d,q_d3cc7b9956ec,수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 확대해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_04a499a1b2b9,q_d3cc7b9956ec,지역 균형 발전을 위해 수도권 인구 집중이 계속 심화된다면 정부는 지방 균형 발전 정책을 확대해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_42a75b947ee5,,인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 확대해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_168a4aa417e4,q_42a75b947ee5,인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_27c7095643c6,q_42a75b947ee5,국가는 인공지능의 확산으로 일자리가 크게 감소한다면 직업 재교육 지원을 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_4c5ea7eccfdd,q_42a75b947ee5,인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 확대해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_b70df35d9b17,q_42a75b947ee5,인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 확대할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_3f79815ff0e9,q_42a75b947ee5,직업 재교육 지원은 인공지능의 확산으로 일자리가 크게 감소한다면 국가에 의해 확대되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_bd9f36b1e95d,q_42a75b947ee5,인공지능의 확산으로 일자리가 크게 감소한다면 국가가 직업 재교육 지원을 확대하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_9e0e7281ac45,q_42a75b947ee5,인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 확대해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_d1b0d5803784,q_42a75b947ee5,노동시장 변화에 대응하기 위해 인공지능의 확산으로 일자리가 크게 감소한다면 국가는 직업 재교육 지원을 확대해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_afc7bc68ca77,,주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 강화해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_b919964bcdcb,q_afc7bc68ca77,주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_b37ac20893d9,q_afc7bc68ca77,정부는 주택 가격이 지속적으로 상승한다면 부동산 시장 규제를 강화해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_dff1baa0fbd9,q_afc7bc68ca77,주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 강화해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_e2f753cd4e28,q_afc7bc68ca77,주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 강화할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_f7123697620c,q_afc7bc68ca77,부동산 시장 규제는 주택 가격이 지속적으로 상승한다면 정부에 의해 강화되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_f952be53274a,q_afc7bc68ca77,주택 가격이 지속적으로 상승한다면 정부가 부동산 시장 규제를 강화하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_d47b63da2eeb,q_afc7bc68ca77,주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 강화해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_243696bc3630,q_afc7bc68ca77,주택시장 안정을 위해 주택 가격이 지속적으로 상승한다면 정부는 부동산 시장 규제를 강화해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_c25469982c1f,,기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 확대해야 하는가?,ORIGINAL,POLITICS_SOCIETY,CONDITION_JUDGMENT,,MEDIUM,manual
q_9a68ff283b0f,q_c25469982c1f,기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 늘려야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,SYNONYM,MEDIUM,manual
q_d14f253d262b,q_c25469982c1f,정부는 기후변화로 자연재해가 증가한다면 재난 대응 예산을 확대해야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_9887d7f4968f,q_c25469982c1f,기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 확대해야 합니까?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,STYLE,MEDIUM,manual
q_723543322d39,q_c25469982c1f,기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 확대할 필요가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,POLARITY,MEDIUM,manual
q_37d0e205ae6c,q_c25469982c1f,재난 대응 예산은 기후변화로 자연재해가 증가한다면 정부에 의해 확대되어야 하는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,VOICE,MEDIUM,manual
q_8679876dca06,q_c25469982c1f,기후변화로 자연재해가 증가한다면 정부가 재난 대응 예산을 확대하지 않을 이유가 있는가?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_1c71538ea0a9,q_c25469982c1f,기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 확대해야 할까요?,VARIANT,POLITICS_SOCIETY,CONDITION_JUDGMENT,HONORIFIC,MEDIUM,manual
q_13ce39720949,q_c25469982c1f,국민 안전을 위해 기후변화로 자연재해가 증가한다면 정부는 재난 대응 예산을 확대해야 하는가?,FRAMING,POLITICS_SOCIETY,CONDITION_JUDGMENT,FRAMING,MEDIUM,manual
q_4f458544e1b3,,정부는 물가 안정을 위해 통화정책을 시행할 수 있는가?,ORIGINAL,ECONOMY,FACT_JUDGMENT,,MEDIUM,manual
q_ddca3489c0ba,q_4f458544e1b3,정부는 물가 안정을 위해 통화정책을 실시할 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_81ba272afbf0,q_4f458544e1b3,물가 안정을 위해 정부는 통화정책을 시행할 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_8684fde26217,q_4f458544e1b3,정부는 물가 안정을 위해 통화정책을 시행할 수 있습니까?,VARIANT,ECONOMY,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_6f9e4184ef55,q_4f458544e1b3,정부는 물가 안정을 위해 통화정책을 시행할 필요가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_863618922b3c,q_4f458544e1b3,통화정책은 물가 안정을 위해 정부에 의해 시행될 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_4fba91022d4a,q_4f458544e1b3,정부가 물가 안정을 위해 통화정책을 시행하지 않을 이유가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_8cf5d9587caf,q_4f458544e1b3,정부는 물가 안정을 위해 통화정책을 시행할 수 있을까요?,VARIANT,ECONOMY,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_c0261b3e6ccb,q_4f458544e1b3,경제 안정을 위해 정부는 물가 안정을 위한 통화정책을 시행할 수 있는가?,FRAMING,ECONOMY,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_8435b38cb58a,,중앙은행은 기준금리를 조정하여 시장금리에 영향을 줄 수 있는가?,ORIGINAL,ECONOMY,FACT_JUDGMENT,,MEDIUM,manual
q_11b7dc4d1c0c,q_8435b38cb58a,중앙은행은 기준금리를 변경하여 시장금리에 영향을 줄 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_51362238f20b,q_8435b38cb58a,기준금리를 조정하여 중앙은행은 시장금리에 영향을 줄 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_bd8d19c1ab4c,q_8435b38cb58a,중앙은행은 기준금리를 조정하여 시장금리에 영향을 줄 수 있습니까?,VARIANT,ECONOMY,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_3375e3ec4e8a,q_8435b38cb58a,중앙은행은 기준금리를 조정하여 시장금리에 영향을 줄 필요가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_7c35e025b638,q_8435b38cb58a,시장금리는 중앙은행에 의해 기준금리 조정을 통해 영향을 받을 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_9024ef54a200,q_8435b38cb58a,중앙은행이 기준금리를 조정하여 시장금리에 영향을 주지 않을 이유가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_a3a6b457006d,q_8435b38cb58a,중앙은행은 기준금리를 조정하여 시장금리에 영향을 줄 수 있을까요?,VARIANT,ECONOMY,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_2ca78856d6a0,q_8435b38cb58a,통화정책의 운영 측면에서 중앙은행은 기준금리를 조정하여 시장금리에 영향을 줄 수 있는가?,FRAMING,ECONOMY,FACT_JUDGMENT,FRAMING,MEDIUM,manual
q_2dea944ce386,,정부는 경기 침체를 완화하기 위해 재정정책을 시행할 수 있는가?,ORIGINAL,ECONOMY,FACT_JUDGMENT,,MEDIUM,manual
q_fe2e4c76f81c,q_2dea944ce386,정부는 경기 침체를 완화하기 위해 재정정책을 실시할 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,SYNONYM,MEDIUM,manual
q_a3002805e9e7,q_2dea944ce386,경기 침체를 완화하기 위해 정부는 재정정책을 시행할 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,WORD_ORDER,MEDIUM,manual
q_eafcaaaa02b9,q_2dea944ce386,정부는 경기 침체를 완화하기 위해 재정정책을 시행할 수 있습니까?,VARIANT,ECONOMY,FACT_JUDGMENT,STYLE,MEDIUM,manual
q_51ce116c68a4,q_2dea944ce386,정부는 경기 침체를 완화하기 위해 재정정책을 시행할 필요가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,POLARITY,MEDIUM,manual
q_bbabee42a597,q_2dea944ce386,재정정책은 경기 침체를 완화하기 위해 정부에 의해 시행될 수 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,VOICE,MEDIUM,manual
q_84c7ab6f3fbb,q_2dea944ce386,정부가 경기 침체를 완화하기 위해 재정정책을 시행하지 않을 이유가 있는가?,VARIANT,ECONOMY,FACT_JUDGMENT,DOUBLE_NEGATION,MEDIUM,manual
q_bfd1ad00b689,q_2dea944ce386,정부는 경기 침체를 완화하기 위해 재정정책을 시행할 수 있을까요?,VARIANT,ECONOMY,FACT_JUDGMENT,HONORIFIC,MEDIUM,manual
q_78aaa59c6589,q_2dea944ce386,경기 회복을 위해 정부는 경기 침체를 완화하는 재정정책을 시행할 수 있는가?,FRAMING,ECONOMY,FACT_JUDGMENT,FRAMING,MEDIUM,manual
